MUNICIPIO,ID_MUNICIP,GVE,UNIDADE_DE_SAUDE,ENDERECO,TEM_SORO,TIPO_SORO,24H,TELEFONE,ACIDENTES,LATITUDE,LONGITUDE,BOTROPICO,CROTALICO,ELAPIDICO,LAQUETICO,LOXOSCELICO,FONEUTRICO,ESCORPIONICO,LONOMICO,lat,lon
BOFETE,350690,GVE 16 BOTUCATU,UBS BRUNO NOVAES III,"AVENIDA ERNESTO EBÚRNEO, 176-188 - BOFETE - SP, 18590-000",0,,0,(14) 3883-1514,,-2.310.367,-4.826.009,0,0,0,0,0,0,0,0,-23.10367,-48.26009
BOITUVA,350700,GVE 31 SOROCABA,HOSPITAL SAO LUIZ,"Rua Benedita Sanson Labronici, 149 - Chácara Labronci, Boituva - SP, 18550-000",0,,1,(15) 3363-8833,,-2.328.924,-4.768.077,0,0,0,0,0,0,0,0,-23.28924,-47.68077
BOM JESUS DOS PERDOES,350710,GVE 17 CAMPINAS,UBS CENTRO - BOM JESUS DOS PERDOES,"RUA DONÁ BÁRBARA CARDOSO - CENTRO, BOM JESUS DOS PERDÕES - SP, 12955-000",0,,0,(11) 4012-1040,,-2.313.708,-4.646.543,0,0,0,0,0,0,0,0,-23.13708,-46.46543
BOM SUCESSO DE ITARARE,350715,GVE 32 ITAPEVA,UNIDADE MARIO ORLANDO ANTUNES,"RUA ANTÔNIO CARLOS RUIVO, 260 - CENTRO, BOM SUCESSO DE ITARARÉ - SP, 18475-000",0,,0,(15) 3533-1319,,-2.432.064,-4.914.383,0,0,0,0,0,0,0,0,-24.32064,-49.14383
BORA,350720,GVE 13 ASSIS,CENTRO DE SAUDE DE BORA,"RUA JOAO MERCI, 150 - CENTRO, BORA",0,,0,(18)3367-1114,,-2.226.941,-5.054.471,0,0,0,0,0,0,0,0,-22.26941,-50.54471
BORACEIA,350730,GVE 15 BAURU,PRONTO ATENDIMENTO MUNICIPAL DE BORACEIA,"RUA ANTONIO DE FREITAS PEREIRA,300 - CENTRO, BORACEIA",1,Escorpiônico,1,(14)3295-9106,ESCORPIÃO,-2.219.480,-4.877.841,0,0,0,0,0,0,1,0,-22.1948,-48.77841
BORBOREMA,350740,GVE 12 ARARAQUARA,HOSPITAL SAO SEBASTIAO DE BORBOREMA,"R. Pedro José Passos, 400 - JAD PRIMAVERA, Borborema - SP, 14955-000",0,,1,(16) 3266-1011,,-2.161.644,-4.906.881,0,0,0,0,0,0,0,0,-21.61644,-49.06881
BOREBI,350745,GVE 15 BAURU,CENTRO DE SAUDE III BOREBI,"RUA SETE DE SETEMBRO - CENTRO, BOREBI - SP, 18675-007",0,,0,(14) 3267-1121,,-2.257.382,-4.897.387,0,0,0,0,0,0,0,0,-22.57382,-48.97387
BOTUCATU,350750,GVE 16 BOTUCATU,HOSPITAL DAS CLÍNICAS DE BOTUCATU – UNESP,"DISTRITO DE RUBIÃO JUNIOR, S/Nº",1,"Botrópico, Crotálico, Elapídico, Laquético, Escorpiônico, Loxoscélico, Fonêutrico e Lonômico",1,(14) 3811-6129,JARARACA; CASCAVEL; CORAL; LAQUÉTICO; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO; LONÔMIA.,-2.289.145,-4.849.633,1,1,1,1,1,1,1,1,-22.89145,-48.49633
BRAGANCA PAULISTA,350760,GVE 17 CAMPINAS,HOSPITAL UNIVERSITÁRIO SÃO FRANCISCO,"AV. SÃO FRANCISCO DE ASSIS, 218",1,"Botrópico, Crotálico, Loxoscélico, Fonêutrico e Escorpiônico.",1,(11) 2454-8681,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.298.070,-4.653.366,1,1,0,0,1,1,1,0,-22.9807,-46.53366
BRAUNA,350770,GVE 11 ARACATUBA,UBS III DE BRAUNA,"RUA JOSÉ FERNANDES BRAZ, 302 - BRAÚNA - SP, 16290-000",0,,0,(18) 3692-1186,,-2.150.157,-5.031.786,0,0,0,0,0,0,0,0,-21.50157,-50.31786
BREJO ALEGRE,350775,GVE 11 ARACATUBA,UBSF III TANCREDO NEVES BREJO ALEGRE,"RUA DAS PALMEIRAS, 600 - BREJO ALEGRE - SP, 16265-000",0,,0,(18) 3646-1236,,-2.116.655,-5.018.859,0,0,0,0,0,0,0,0,-21.16655,-50.18859
BRODOWSKI,350780,GVE 24 RIBEIRAO PRETO,UNIDADE MISTA HOSPITALAR DR FAUSTINO DE CASTRO,"RUA ELIAS BARQUETE, 2 - JARDIM SÃO MANUEL, BRODOWSKI - SP, 14340-000",0,,1,(16) 3664-9199,,-2.099.990,-4.766.252,0,0,0,0,0,0,0,0,-20.9999,-47.66252
BROTAS,350790,GVE 15 BAURU,HOSPITAL SANTA TEREZINHA - BROTAS,"AV. RUI BARBOSA, 703. CENTRO",1,"Botrópico, Crotálico, Loxoscélico, Fonêutrico e Escorpiônico.",1,(14)3653-9100,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.228.634,-4.812.214,1,1,0,0,1,1,1,0,-22.28634,-48.12214
BURI,350800,GVE 32 ITAPEVA,PRONTO ATENDIMENTO MUNICIPAL ÍTALO SANTUCCI,"R. RUI BARBOSA, 158 - CENTRO",1,"Escorpiônico, Loxoscélico, Fonêutrico.",1,(15) 3546-1133,ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.379.914,-4.860.069,0,0,0,0,1,1,1,0,-23.79914,-48.60069
BURITAMA,350810,GVE 11 ARACATUBA,SANTA CASA DE MISERICÓRDIA SÃO FRANCISCO - BURITAMA,"RUA GUILHERME GUERBAS, 353",1,"Botrópico, Crotálico, Loxoscélico, Fonêutrico e Escorpiônico.",1,(18) 3691-9535,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.106.973,-5.014.990,1,1,0,0,1,1,1,0,-21.06973,-50.1499
BURITIZAL,350820,GVE 18 FRANCA,CS LUIZ FIOD DE BURITIZAL,"RUA EDWARD SARRETA, 500 - BURITIZAL - SP, 14570-000",0,,0,-,,-2.019.457,-4.770.595,0,0,0,0,0,0,0,0,-20.19457,-47.70595
CABRALIA PAULISTA,350830,GVE 15 BAURU,CENTRO DE SAUDE III CABRALIA PAULISTA,"AVENIDA MÁRIO AMARAL GURGEL, 660 - CENTRO, CABRÁLIA PAULISTA - SP, 17480-000",0,,0,(14) 3285-1151,,-2.245.968,-4.933.552,0,0,0,0,0,0,0,0,-22.45968,-49.33552
CABREUVA,350840,GVE 17 CAMPINAS,SANTA CASA DE MISERICORDIA DE CABREUVA,"Praça Comendador Martins, S/N - Centro, Cabreúva - SP, 13315-000",0,,1,(11) 4528-1792,,-2.330.887,-4.713.297,0,0,0,0,0,0,0,0,-23.30887,-47.13297
CACAPAVA,350850,GVE 27 SAO JOSE DOS CAMPOS,FUSAM  - FUNDAÇÃO DE SAÚDE E ASSISTÊNCIA DO MUNICÍPIO DE CAÇAPAVA,"RUA DR. PEREIRA DE MATTOS, 63 - CENTRO",1,"Botrópico, Crotálico, Loxoscélico, Fonêutrico e Escorpiônico.",1,(12) 3654-8800,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.310.433,-4.570.466,1,1,0,0,1,1,1,0,-23.10433,-45.70466
CACHOEIRA PAULISTA,350860,GVE 33 TAUBATE,SANTA CASA DE MISERICORDIA SAO JOSE,"R. Sete de Setembro, 122, Cachoeira Paulista - SP, 12630-000",0,,1,(12) 3103-3444,,-2.266.597,-4.500.655,0,0,0,0,0,0,0,0,-22.66597,-45.00655
CACONDE,350870,GVE 26 SAO JOAO DA BOA VISTA,SANTA CASA DE MISERICÓRDIA - CACONDE,"R. PADRE DE ANGELIS, 39",1,"Botrópico, Crotálico, Elapídico, Escorpiônico, Loxoscélico, Fonêutrico e Lonômico.",1,(19) 3662-1711,JARARACA; CASCAVEL; CORAL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO; LONÔMIA.,-2.153.265,-4.664.456,1,1,1,0,1,1,1,1,-21.53265,-46.64456
CAFELANDIA,350880,GVE 15 BAURU,IRMANDADE DA SANTA CASA DE MISERICORDIA DE CAFELANDIA,"R. Justino Franco Júnior, 181 - Cafelândia, SP, 16500-000",0,,1,(14) 3554-1222,,-2.181.200,-4.959.686,0,0,0,0,0,0,0,0,-21.812,-49.59686
CAIABU,350890,GVE 21 PRESIDENTE PRUDENTE,UNIDADE BASICA DE SAUDE II CAIABU,"RUA MARIA CLÁUDIA PEDREIRA - CAIABU - SP, 19530-000",0,,0,(18) 3285-7004,,-2.201.230,-5.123.572,0,0,0,0,0,0,0,0,-22.0123,-51.23572
CAIEIRAS,350900,GVE 9 FRANCO DA ROCHA,HOSPITAL ESTADUAL DE CAIEIRAS,"R. Flávio Augusto de Moraes, 100 - Centro, Caieiras - SP, 07700-600",0,,1,(11) 4445-9000,,-2.336.670,-4.675.046,0,0,0,0,0,0,0,0,-23.3667,-46.75046
CAIUA,350910,GVE 22 PRESIDENTE VENCESLAU,CENTRO DE SAUDE III DE CAIUA,"RUA GUARANI, 260 - CAIUÁ - SP, 19450-000",0,,0,(18) 3278-1105,,-2.183.327,-5.198.796,0,0,0,0,0,0,0,0,-21.83327,-51.98796
CAJAMAR,350920,GVE 9 FRANCO DA ROCHA,HOSPITAL ENFERMEIRO ANTONIO POLICARPO DE OLIVEIRA,"Av. Bento da Silva Bueno, 202 - Jardim Nova Cajamar, Cajamar - SP, 07793-665",0,,1,(11) 3135-5521,,-2.341.171,-4.682.509,0,0,0,0,0,0,0,0,-23.41171,-46.82509
CAJATI,350925,GVE 23 REGISTRO,PRONTO ATENDIMENTO REYNALDO GUERRA,"RUA ANTÔNIO DOMINGOS BRECHÓ, 116 - CENTRO",1,"Botrópico, Escorpiônico e Loxoscélico, Fonêutrico.",1,(13) 3854-8500,JARARACA; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.472.239,-4.811.064,1,0,0,0,1,1,1,0,-24.72239,-48.11064
CAJOBI,350930,GVE 14 BARRETOS,HOSPITAL JOAO DEPIERI DE CAJOBI,"R. Adélio Rosa, 375 - Cajobi, SP, 15410-000",0,,1,(17) 3563-9999,,-2.087.402,-4.880.936,0,0,0,0,0,0,0,0,-20.87402,-48.80936
CAJURU,350940,GVE 24 RIBEIRAO PRETO,CS II DR. HOFEZ ZACHARIAS BEHY - CAJURU,RUA CAPITÃO JOSÉ FERREIRA DINIZ,1,"Botrópico, Crotálico e Escorpiônico.",1,(16) 3667-9947 / 99208-5450,JARARACA; CASCAVEL; ESCORPIÃO.,-2.127.420,-4.730.534,1,1,0,0,0,0,1,0,-21.2742,-47.30534
CAMPINA DO MONTE ALEGRE,350945,GVE 31 SOROCABA,CS III CAMPINA DO MONTE ALEGRE CAMPINA DO MONTE ALEGRE,"RUA LAURINDA PÍA GOMES, 521 - VILA GOMES, CAMPINA DO MONTE ALEGRE - SP, 18245-000",0,,1,(15) 3256-1338,,-2.359.552,-4.848.011,0,0,0,0,0,0,0,0,-23.59552,-48.48011
CAMPINAS,350950,GVE 17 CAMPINAS,COMPLEXO HOSPITALAR. PREF. EDIVALDO ORSI,"AV. RUY RODRIGUES, 3434 – CH. SÃO JOSÉ",1,Escorpiônico,1,(19) 3772-8347 / 3772-8373,ESCORPIÃO.,-2.296.318,-4.713.471,0,0,0,0,0,0,1,0,-22.96318,-47.13471
CAMPINAS,350950,GVE 17 CAMPINAS,HOSPITAL DAS CLÍNICAS DA UNICAMP – CCI,BARÃO GERALDO - CAMPINAS,1,"Botrópico, Crotálico,Elapídico, Escorpiônico, Loxoscélico, Fonêutrico e Lonômico.",1,(19) 3521-6700 / 7555,JARARACA; CASCAVEL; CORAL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO; LONÔMIA.,-2.282.692,-4.706.402,1,1,1,0,1,1,1,1,-22.82692,-47.06402
CAMPO LIMPO PAULISTA,350960,GVE 17 CAMPINAS,HOSPITAL DE CLINICAS CAMPO LIMPO PAULISTA,"Avenida Alfried Krupp, 1200 - Jardim Europa, Campo Limpo Paulista - SP, 13232-020",0,,1,(11) 4039-1021,,-2.320.909,-4.677.253,0,0,0,0,0,0,0,0,-23.20909,-46.77253
CAMPOS DO JORDAO,350970,GVE 33 TAUBATE,PRONTO ATENDIMENTO MUNICIPAL - CAMPOS DO JORDÃO,"RUA HARRY MAURITZ LENIN, S/N - BAIRRO STA. CRUZ - CEP 12.460-000",1,"Botrópico, Escorpiônico e Loxoscélico, Fonêutrico.",1,(12) 3664-4424 / (12) 3664-5292,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.274.375,-4.562.509,1,0,0,0,1,1,1,0,-22.74375,-45.62509
CAMPOS NOVOS PAULISTAS,350980,GVE 19 MARILIA,CENTRO DE SAUDE TEREZINHA MARTINELLI,"RUA MARECHAL DEODORO DA FONSECA - CENTRO, CAMPOS NOVOS PAULISTA - SP, 19960-632",0,,1,(14) 3476-1107,,-2.260.153,-5.000.317,0,0,0,0,0,0,0,0,-22.60153,-50.00317
CANANEIA,350990,GVE 23 REGISTRO,UNIDADE MISTA - CANANEIA,"RUA LUIZ WILSON BARBOSA, 100 - RETIRO DAS CARAVELAS",1,"Botrópico, Escorpiônico e Loxoscélico, Fonêutrico.",1,(13) 3851-1419,JARARACA; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.501.186,-4.792.761,1,0,0,0,1,1,1,0,-25.01186,-47.92761
CANAS,350995,GVE 33 TAUBATE,UBS CANAS,"AVENIDA 22 DE MARÇO, 369 - CANAS - SP, 12615-000",0,,0,-,,-2.270.652,-4.505.695,0,0,0,0,0,0,0,0,-22.70652,-45.05695
CANDIDO MOTA,351000,GVE 13 ASSIS,SANTA CASA DE MISERICORDIA DE CANDIDO MOTA,"Rua Alberto Scudeller, 12 Parque Pref. Lorival José de Almeida, Cândido Mota - SP, 19880-000",0,,1,(18) 3341-9308,,-2.274.281,-5.038.396,0,0,0,0,0,0,0,0,-22.74281,-50.38396
CANDIDO RODRIGUES,351010,GVE 12 ARARAQUARA,CENTRO DE SAUDE III CANDIDO RODRIGUES,"RUA BRASÍLIA, 250 - CÂNDIDO RODRIGUES - SP, 15930-000",0,,1,(16) 3257-1151,,-2.132.329,-4.863.363,0,0,0,0,0,0,0,0,-21.32329,-48.63363
CANITAR,351015,GVE 13 ASSIS,CENTRO DE SAUDE DE CANITAR,"RUA VIRGÍLIO FURLANETO, 439 - CANITAR - SP, 18990-000",0,,0,(14) 3343-1282,,-2.300.594,-4.978.402,0,0,0,0,0,0,0,0,-23.00594,-49.78402
CAPAO BONITO,351020,GVE 31 SOROCABA,SANTA CASA DE MISERICÓRDIA - CAPÃO BONITO,"RUA DONA ALTA DE CAMARGO LÍRIO , Nº51",1,"Botrópico, Crotálico, Escorpiônico e Loxoscélico, Fonêutrico.",1,(15) 3542-1532 / 3543-9600,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.400.744,-4.834.693,1,1,0,0,1,1,1,0,-24.00744,-48.34693
CAPELA DO ALTO,351030,GVE 31 SOROCABA,PRONTO ATENDIMENTO MUNICIPAL - CAPELA DO ALTO,"RUA SÃO FRANCISCO, 534 - PORTAL SÃO FRANCISCO II, CAPELA DO ALTO - SP, 18195-000",0,,1,(15)3267-1562,,-2.346.757,-4.773.174,0,0,0,0,0,0,0,0,-23.46757,-47.73174
CAPIVARI,351040,GVE 20 PIRACICABA,SANTA CASA DE MISERICÓRDIA - CAPIVARI,"PRAÇA DR. MÁRIO DIAS DE AGUIAR, 1, CENTRO",1,Botrópico e Escorpiônico.,1,(19) 3491-9191,JARARACA; CASCAVEL; ESCORPIÃO.,-2.299.874,-4.749.286,1,0,0,0,0,0,1,0,-22.99874,-47.49286
CARAGUATATUBA,351050,GVE 28 CARAGUATATUBA,UPA DE CARAGUATATUBA,"AV. MARANHÃO, 451, JD. PRIMAVERA",1,"Botrópico, Crotálico, Elapídico, Escorpiônico, Loxoscélico, Fonêutrico e Lonômico.",1,(12) 3897-2100,JARARACA; CASCAVEL; CORAL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO; LONÔMIA.,-2.362.694,-4.541.812,1,1,1,0,1,1,1,1,-23.62694,-45.41812
CARAPICUIBA,351060,GVE 10 OSASCO,HOSPITAL GERAL DE CARAPICUIBA,"R. da Pedreira, 95 - Parque Jose Alexandre, Carapicuíba - SP, 06321-665",0,,1,(11) 4185-7600,,-2.353.405,-4.683.042,0,0,0,0,0,0,0,0,-23.53405,-46.83042
CARDOSO,351070,GVE 29 SAO JOSE DO RIO PRETO,IRMANDADE DA STA CASA LEONOR MENDES DE BARROS DE CARDOSO,"R. Emílio Fernandes Bilar, 1650 - Cardoso, SP, 15570-000",0,,1,(17) 3453-1059,,-2.008.047,-4.991.866,0,0,0,0,0,0,0,0,-20.08047,-49.91866
CASA BRANCA,351080,GVE 26 SAO JOAO DA BOA VISTA,SANTA CASA DE MISERICORDIA DE CASA BRANCA,"Praça Dr. Carvalho, 204 - Centro, Casa Branca - SP, 13700-000",0,,1,(19) 3671-9100,,-2.177.607,-4.708.552,0,0,0,0,0,0,0,0,-21.77607,-47.08552
CASSIA DOS COQUEIROS,351090,GVE 24 RIBEIRAO PRETO,CENTRO DE SAÚDE III PEDREIRA DE FREITAS,"AVENIDA DAS HORTÊNCIAS, 82-176 - CÁSSIA DOS COQUEIROS - SP, 14260-000",0,,1,(16) 3669-1147,,-2.128.354,-4.717.241,0,0,0,0,0,0,0,0,-21.28354,-47.17241
CASTILHO,351100,GVE 11 ARACATUBA,HOSPITAL SOCIEDADE BENEFICENTE - CASTILHO,"RUA NAGIB MUHANA ZAHR, 457",1,"Botrópico, Crotálico, Loxoscélico, Fonêutrico e Escorpiônico.",1,(18) 3741-1580,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.087.227,-5.148.710,1,1,0,0,1,1,1,0,-20.87227,-51.4871
CATANDUVA,351110,GVE 29 SAO JOSE DO RIO PRETO,HOSP. PADRE ALBINO,RUA BELÉM 519 CENTRO,1,"Botrópico, Crotálico, Loxoscélico, Fonêutrico e Escorpiônico.",1,(17) 3311-3023 E (17) 3311-3000,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.114.101,-4.897.585,1,1,0,0,1,1,1,0,-21.14101,-48.97585
CATIGUA,351120,GVE 29 SAO JOSE DO RIO PRETO,UNIDADE BASICA DE SAUDE HELIO REIS RAMIRES,"AVN HOMERO ARAUJO, 196 - CENTRO, CATIGUA",0,,1,(17) 3564-1075,,-2.105.042,-4.905.807,0,0,0,0,0,0,0,0,-21.05042,-49.05807
CEDRAL,351130,GVE 29 SAO JOSE DO RIO PRETO,UBSF DR BENITO MALZONE,"AVENIDA CEL. SILVÉRIO DA CUNHA LACERDA, 200-274 - CEDRAL - SP, 15895-000",0,,1,(17) 3266-9606,,-2.090.097,-4.927.055,0,0,0,0,0,0,0,0,-20.90097,-49.27055
CERQUEIRA CESAR,351140,GVE 16 BOTUCATU,SANTA CASA DE MISERICORDIA DE CERQUEIRA CESAR,"R. Maj. Artur Esteves, 700 - Vila Angelica, Cerqueira César - SP, 18760-000",0,,1,(14) 3714-1711,,-2.303.934,-4.916.176,0,0,0,0,0,0,0,0,-23.03934,-49.16176
CERQUILHO,351150,GVE 31 SOROCABA,SANTA CASA DE MISERICORDIA DE CERQUILHO,"R. Paulo Setúbal, 200 - Centro, Cerquilho - SP, 18520-000",0,,1,(15) 3384-8444,,-2.317.153,-4.774.381,0,0,0,0,0,0,0,0,-23.17153,-47.74381
CESARIO LANGE,351160,GVE 31 SOROCABA,BENEFICENCIA HOSPITALAR DE CESARIO LANGE,"Av. São Paulo, 340 - Distrito Industrial Urbano, Cesário Lange - SP, 18285-000",0,,1,(15) 3246-1628,,-2.321.995,-4.794.564,0,0,0,0,0,0,0,0,-23.21995,-47.94564
CHARQUEADA,351170,GVE 20 PIRACICABA,HOSPITAL E MATERNIDADE BENEFIENTE DE CHARQUEADA,"R. Osvaldo Cruz, 70 - São Benedito, Charqueada - SP, 13515-000",0,,1,(19) 3486-1296,,-2.250.244,-4.778.045,0,0,0,0,0,0,0,0,-22.50244,-47.78045
CHAVANTES,355720,GVE 13 ASSIS,SANTA CASA DE MISERICORDIA DE CHAVANTES,"R. Maria Ferreira, 22 - Centro, Chavantes - SP, 18970-000",0,,1,(14) 3342-1866,,-2.303.550,-4.971.116,0,0,0,0,0,0,0,0,-23.0355,-49.71116
CLEMENTINA,351190,GVE 11 ARACATUBA,ASSOCIAÇÃO HOSPITALAR DE CLEMENTINA (24 HS),"RUA FRANCISCO VASQUEZ, Nº 01 - CENTRO",1,"Botrópico, Crotálico, Loxoscélico, Fonêutrico e Escorpiônico.",1,(18) 3658-1172,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.155.683,-5.044.739,1,1,0,0,1,1,1,0,-21.55683,-50.44739
COLINA,351200,GVE 14 BARRETOS,PRONTO ATENDIMENTO MUNICIPAL - COLINA,PRAÇA LAMOUNIER DE ANDRADE S/N,1,"Botrópico, Crotálico, Loxoscélico, Fonêutrico e Escorpiônico.",1,(17) 3341-4353,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.070.959,-4.853.182,1,1,0,0,1,1,1,0,-20.70959,-48.53182
COLOMBIA,351210,GVE 14 BARRETOS,HOSPITAL MUNICIPAL JÚLIO R DE PAULA,RUA ANTONIO PRADO Nº 807,1,"Botrópico, Crotálico, Loxoscélico, Fonêutrico e Escorpiônico.",1,(17) 3335-1116 / 3335-8787,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.017.449,-4.868.897,1,1,0,0,1,1,1,0,-20.17449,-48.68897
CONCHAL,351220,GVE 20 PIRACICABA,HOSPITAL E MATERNIDADE MADRE VANNINI,"R. das Angélicas, 730 - Centro, Conchal - SP, 13835-000",0,,1,(19) 3866-8585,,-2.233.806,-4.717.394,0,0,0,0,0,0,0,0,-22.33806,-47.17394
CONCHAS,351230,GVE 16 BOTUCATU,HOSPITAL MUNICIPAL DE CONCHAS,"R. ALEXANDRE JOSÉ, 87, CENTRO",1,Escorpiônico,1,(14) 3845-8400,ESCORPIÃO.,-2.301.817,-4.801.143,0,0,0,0,0,0,1,0,-23.01817,-48.01143
CORDEIROPOLIS,351240,GVE 20 PIRACICABA,UNIDADE DE PRONTO ATENDIMENTO MUNICIPAL DR LUIZ CARDINALLI,"AVENIDA PRESIDENTE VARGAS, 314 - CENTRO, CORDEIRÓPOLIS - SP, 13490-000",0,,1,(19) 3546-9599,,-2.248.020,-4.745.840,0,0,0,0,0,0,0,0,-22.4802,-47.4584
COROADOS,351250,GVE 11 ARACATUBA,UBSF COROADOS,"RUA CARLOS DE CAMPOS, 55 - COROADOS - SP, 16260-000",0,,0,(18) 3645-1233,,-2.135.558,-5.028.554,0,0,0,0,0,0,0,0,-21.35558,-50.28554
CORONEL MACEDO,351260,GVE 16 BOTUCATU,UNIDADE MISTA DE SAUDE DE CORONEL MACEDO,"AVENIDA PRESIDENTE CASTELO BRANCO, 240- CENTRO, COROBEL MACEDO",0,,0,(14) 3767-7101,,-2.363.313,-4.931.870,0,0,0,0,0,0,0,0,-23.63313,-49.3187
CORUMBATAI,351270,GVE 20 PIRACICABA,CENTRO SAUDE II ANTENOR CHIOSSI CORUMBATAI,"AVENIDA TRES, 321 - CENTRO, CORUMBATAI",0,,0,(19) 3577-1376,,-2.222.225,-4.762.622,0,0,0,0,0,0,0,0,-22.22225,-47.62622
COSMOPOLIS,351280,GVE 17 CAMPINAS,SANTA CASA DE MISERICORDIA REGIONAL - COSMOPOLIS,"Rua Francisco de Mário, 777 - Centro, Cosmópolis - SP, 13150-192",0,,1,(19) 3812-8300,,-2.264.936,-4.719.670,0,0,0,0,0,0,0,0,-22.64936,-47.1967
COSMORAMA,351290,GVE 29 SAO JOSE DO RIO PRETO,CS DE COSMORAMA,"PRAÇA ANTÔNIO CANDIDO BORGES, 733 - COSMORAMA - SP, 15530-000",0,,1,(17) 3836-9210,,-2.047.839,-4.977.609,0,0,0,0,0,0,0,0,-20.47839,-49.77609
COTIA,351300,GVE 10 OSASCO,HOSPITAL REGIONAL DE COTIA,"AV. ODAIR PACHECO PEDROSO, Nº 171",1,"Botrópico, Crotálico, Elapídico, Loxoscélico, Fonêutrico, Escorpiônico e Lonômico.",1,(11) 4148-2222 / 4148-4527,JARARACA; CASCAVEL; CORAL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO; LONÔMIA.,-2.360.914,-4.692.038,1,1,1,0,1,1,1,1,-23.60914,-46.92038
CRAVINHOS,351310,GVE 24 RIBEIRAO PRETO,PRONTO SOCORRO MUNICIPAL DE CRAVINHOS,"AV. DONA RITA CANDIDA NOGUEIRA, 48, CENTRO",1,Escorpiônico,1,(16) 3951-9020,ESCORPIÃO.,-2.133.671,-4.773.225,0,0,0,0,0,0,1,0,-21.33671,-47.73225
CRISTAIS PAULISTA,351320,GVE 18 FRANCA,CS II - CRISTAIS PAULISTA,"AVENIDA MIGUEL SÁBIO DE MELO, 2770",0,,0,(16) 3133-1624,,-2.040.295,-4.741.765,0,0,0,0,0,0,0,0,-20.40295,-47.41765
CRUZALIA,351330,GVE 13 ASSIS,CENTRO DE SAUDE DE CRUZALIA,"RUA JOSÉ SOARES CASSIANO, 820 - CRUZÁLIA - SP, 19860-114",0,,0,(18) 3376-1315,,-2.274.428,-5.078.804,0,0,0,0,0,0,0,0,-22.74428,-50.78804
CRUZEIRO,351340,GVE 33 TAUBATE,SANTA CASA DE MISERICÓRDIA - CRUZEIRO,AV. MAJOR NOVAES 715 - CEP 12.701-330,1,"Botrópico, Crotálico, Escorpiônico e Loxoscélico, Fonêutrico.",1,(12) 3184-7001,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.257.529,-4.496.443,1,1,0,0,1,1,1,0,-22.57529,-44.96443
CUBATAO,351350,GVE 25 SANTOS,P.S. CENTRAL GUIOMAR FERREIRA ROEBBELEN - CUBATÃO,AV. 9 DE ABRIL S/Nº,1,"Botrópico, Loxoscélico, Fonêutrico e Escorpiônico.",1,(13) 3361-8786,JARARACA; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.389.053,-4.642.026,1,0,0,0,1,1,1,0,-23.89053,-46.42026
CUNHA,351360,GVE 33 TAUBATE,SANTA CASA MATERNIDADE N.S. CONCEIÇÃO,AV. PADRE RODOLFO 320 ALTO DO CRUZEIRO - CEP 12.530-000,1,"Botrópico, Crotálico, Escorpiônico e Loxoscélico, Fonêutrico.",1,(12) 3111-2926 / (12) 3111-2833,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.307.964,-4.496.133,1,1,0,0,1,1,1,0,-23.07964,-44.96133
DESCALVADO,351370,GVE 12 ARARAQUARA,IRMANDADE DA SANTA CASA DE MISERICORDIA DE DESCALVADO,"Pc Dr Otávio Gabrielli, 827 - Centro, Descalvado - SP, 13690-000",0,,1,(19) 3583-1133,,-2.190.682,-4.761.617,0,0,0,0,0,0,0,0,-21.90682,-47.61617
